text,intent
"Does Resort Hotel feature a swimming pool, spa and gym for Sara Young?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 19 May?,checkin_checkout
Can guest Sara Young request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Sara Young at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Sara Young?,modify_booking
Is Room Type A available at City Hotel for Michael Coleman?,availability
Can I reserve a room for Michael Coleman for 4 nights?,book_room
Is BB meal package included for Michael Coleman's room?,breakfast
Do you provide 0 parking space for reservation under Michael Coleman?,parking
Is parking space available at City Hotel for guest 399-167-4305?,parking
Can I cancel my booking under Michael Coleman?,cancel_booking
Check reservation status for Michael Coleman with status Canceled,booking_status
Is booking status for Michael Coleman confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Michael Coleman?,payment
"Does City Hotel feature a swimming pool, spa and gym for Michael Coleman?",hotel_facilities
What are the check-in times at City Hotel for arrival on 18 July?,checkin_checkout
Can guest Michael Coleman request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Michael Coleman at City Hotel,modify_booking
Can I change my reservation from 4 nights for Michael Coleman?,modify_booking
Is Room Type A available at City Hotel for Zachary Mathews?,availability
Can I reserve a room for Zachary Mathews for 2 nights?,book_room
How much is Room Type A at rate 89.1 per night?,room_price
Is SC meal package included for Zachary Mathews's room?,breakfast
Do you provide 0 parking space for reservation under Zachary Mathews?,parking
Is parking space available at City Hotel for guest 537-348-4261?,parking
Can I cancel my booking under Zachary Mathews?,cancel_booking
Check reservation status for Zachary Mathews with status Canceled,booking_status
Is booking status for Zachary Mathews confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Zachary Mathews?,payment
"Does City Hotel feature a swimming pool, spa and gym for Zachary Mathews?",hotel_facilities
What are the check-in times at City Hotel for arrival on 17 July?,checkin_checkout
Can guest Zachary Mathews request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Zachary Mathews at City Hotel,modify_booking
Can I change my reservation from 2 nights for Zachary Mathews?,modify_booking
Is Room Type E available at Resort Hotel for Jessica Hart?,availability
Can I reserve a room for Jessica Hart for 5 nights?,book_room
How much is Room Type E at rate 107.0 per night?,room_price
Is BB meal package included for Jessica Hart's room?,breakfast
Do you provide 0 parking space for reservation under Jessica Hart?,parking
Is parking space available at Resort Hotel for guest 848-898-2512?,parking
Can I cancel my booking under Jessica Hart?,cancel_booking
Check reservation status for Jessica Hart with status Canceled,booking_status
Is booking status for Jessica Hart confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jessica Hart?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Jessica Hart?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 30 September?,checkin_checkout
Can guest Jessica Hart request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Jessica Hart at Resort Hotel,modify_booking
Can I change my reservation from 5 nights for Jessica Hart?,modify_booking
Is Room Type G available at Resort Hotel for Laura Herrera?,availability
I want to book Room Type G for 2 guests at Resort Hotel,book_room
Can I reserve a room for Laura Herrera for 2 nights?,book_room
How much is Room Type G at rate 79.0 per night?,room_price
What is the average daily rate for Resort Hotel in January?,room_price
Is BB meal package included for Laura Herrera's room?,breakfast
What breakfast package is available for Room Type G?,breakfast
Do you provide 0 parking space for reservation under Laura Herrera?,parking
Is parking space available at Resort Hotel for guest 860-327-2824?,parking
Can I cancel my booking under Laura Herrera?,cancel_booking
Check reservation status for Laura Herrera with status Check-Out,booking_status
Is booking status for Laura Herrera confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Laura Herrera?,payment
Do I need to pay deposit No Deposit for Room Type G?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Laura Herrera?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 14 January?,checkin_checkout
Can guest Laura Herrera request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Laura Herrera at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for Laura Herrera?,modify_booking
Is Room Type A available at Resort Hotel for Patricia Guzman?,availability
Can I reserve a room for Patricia Guzman for 3 nights?,book_room
How much is Room Type A at rate 64.8 per night?,room_price
What is the average daily rate for Resort Hotel in July?,room_price
Is BB meal package included for Patricia Guzman's room?,breakfast
Do you provide 0 parking space for reservation under Patricia Guzman?,parking
Is parking space available at Resort Hotel for guest 848-307-3960?,parking
Can I cancel my booking under Patricia Guzman?,cancel_booking
Check reservation status for Patricia Guzman with status Check-Out,booking_status
Is booking status for Patricia Guzman confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Patricia Guzman?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Patricia Guzman?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 11 July?,checkin_checkout
Can guest Patricia Guzman request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Patricia Guzman at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Patricia Guzman?,modify_booking
Is Room Type B available at City Hotel for Shelly Morales?,availability
I want to book Room Type B for 2 guests at City Hotel,book_room
Can I reserve a room for Shelly Morales for 4 nights?,book_room
How much is Room Type B at rate 72.5 per night?,room_price
Is BB meal package included for Shelly Morales's room?,breakfast
What breakfast package is available for Room Type B?,breakfast
Do you provide 0 parking space for reservation under Shelly Morales?,parking
Is parking space available at City Hotel for guest 250-954-6595?,parking
Can I cancel my booking under Shelly Morales?,cancel_booking
Check reservation status for Shelly Morales with status Canceled,booking_status
Is booking status for Shelly Morales confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Shelly Morales?,payment
Do I need to pay deposit No Deposit for Room Type B?,payment
"Does City Hotel feature a swimming pool, spa and gym for Shelly Morales?",hotel_facilities
What are the check-in times at City Hotel for arrival on 29 December?,checkin_checkout
Can guest Shelly Morales request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Shelly Morales at City Hotel,modify_booking
Can I change my reservation from 4 nights for Shelly Morales?,modify_booking
Is Room Type A available at City Hotel for Arthur Cherry?,availability
Can I reserve a room for Arthur Cherry for 2 nights?,book_room
How much is Room Type A at rate 101.5 per night?,room_price
Is HB meal package included for Arthur Cherry's room?,breakfast
Do you provide 0 parking space for reservation under Arthur Cherry?,parking
Is parking space available at City Hotel for guest 487-652-4376?,parking
Can I cancel my booking under Arthur Cherry?,cancel_booking
Check reservation status for Arthur Cherry with status Canceled,booking_status
Is booking status for Arthur Cherry confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Arthur Cherry?,payment
"Does City Hotel feature a swimming pool, spa and gym for Arthur Cherry?",hotel_facilities
Can guest Arthur Cherry request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Arthur Cherry at City Hotel,modify_booking
Can I change my reservation from 2 nights for Arthur Cherry?,modify_booking
Is Room Type A available at City Hotel for Deborah Steele?,availability
Can I reserve a room for Deborah Steele for 1 nights?,book_room
Is BB meal package included for Deborah Steele's room?,breakfast
Do you provide 0 parking space for reservation under Deborah Steele?,parking
Is parking space available at City Hotel for guest 259-455-3330?,parking
Can I cancel my booking under Deborah Steele?,cancel_booking
Check reservation status for Deborah Steele with status Check-Out,booking_status
Is booking status for Deborah Steele confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Deborah Steele?,payment
"Does City Hotel feature a swimming pool, spa and gym for Deborah Steele?",hotel_facilities
What are the check-in times at City Hotel for arrival on 11 December?,checkin_checkout
Can guest Deborah Steele request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Deborah Steele at City Hotel,modify_booking
Can I change my reservation from 1 nights for Deborah Steele?,modify_booking
Is Room Type A available at City Hotel for Jennifer Kim?,availability
Do you have room availability for 2 adults in January 2017?,availability
Can I reserve a room for Jennifer Kim for 4 nights?,book_room
How much is Room Type A at rate 90.1 per night?,room_price
Is BB meal package included for Jennifer Kim's room?,breakfast
Do you provide 0 parking space for reservation under Jennifer Kim?,parking
Is parking space available at City Hotel for guest 262-122-3847?,parking
Can I cancel my booking under Jennifer Kim?,cancel_booking
Check reservation status for Jennifer Kim with status Canceled,booking_status
Is booking status for Jennifer Kim confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jennifer Kim?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jennifer Kim?",hotel_facilities
What are the check-in times at City Hotel for arrival on 2 January?,checkin_checkout
Can guest Jennifer Kim request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jennifer Kim at City Hotel,modify_booking
Can I change my reservation from 4 nights for Jennifer Kim?,modify_booking
Is Room Type A available at City Hotel for Madeline Lane?,availability
Can I reserve a room for Madeline Lane for 2 nights?,book_room
Is BB meal package included for Madeline Lane's room?,breakfast
Do you provide 0 parking space for reservation under Madeline Lane?,parking
Is parking space available at City Hotel for guest 420-913-6464?,parking
Can I cancel my booking under Madeline Lane?,cancel_booking
Check reservation status for Madeline Lane with status Canceled,booking_status
Is booking status for Madeline Lane confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Madeline Lane?,payment
"Does City Hotel feature a swimming pool, spa and gym for Madeline Lane?",hotel_facilities
Can guest Madeline Lane request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Madeline Lane at City Hotel,modify_booking
Can I change my reservation from 2 nights for Madeline Lane?,modify_booking
Is Room Type A available at City Hotel for Robert Ross?,availability
Do you have room availability for 2 adults in March 2017?,availability
Can I reserve a room for Robert Ross for 7 nights?,book_room
How much is Room Type A at rate 68.0 per night?,room_price
Is BB meal package included for Robert Ross's room?,breakfast
Do you provide 0 parking space for reservation under Robert Ross?,parking
Is parking space available at City Hotel for guest 188-443-9734?,parking
Can I cancel my booking under Robert Ross?,cancel_booking
Check reservation status for Robert Ross with status Check-Out,booking_status
Is booking status for Robert Ross confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Robert Ross?,payment
"Does City Hotel feature a swimming pool, spa and gym for Robert Ross?",hotel_facilities
What are the check-in times at City Hotel for arrival on 16 March?,checkin_checkout
Can guest Robert Ross request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Robert Ross at City Hotel,modify_booking
Can I change my reservation from 7 nights for Robert Ross?,modify_booking
Is Room Type D available at Resort Hotel for Aaron Hall?,availability
Do you have room availability for 2 adults in August 2017?,availability
Can I reserve a room for Aaron Hall for 4 nights?,book_room
How much is Room Type D at rate 135.0 per night?,room_price
Is BB meal package included for Aaron Hall's room?,breakfast
Do you provide 0 parking space for reservation under Aaron Hall?,parking
Is parking space available at Resort Hotel for guest 438-300-9723?,parking
Can I cancel my booking under Aaron Hall?,cancel_booking
Check reservation status for Aaron Hall with status Canceled,booking_status
Is booking status for Aaron Hall confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Aaron Hall?,payment
What facilities are available at Resort Hotel for Contract guests?,hotel_facilities
"Does Resort Hotel feature a swimming pool, spa and gym for Aaron Hall?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 26 August?,checkin_checkout
Can guest Aaron Hall request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Aaron Hall at Resort Hotel,modify_booking
Can I change my reservation from 4 nights for Aaron Hall?,modify_booking
Is Room Type A available at City Hotel for Stephen Hill?,availability
Can I reserve a room for Stephen Hill for 2 nights?,book_room
How much is Room Type A at rate 90.0 per night?,room_price
Is BB meal package included for Stephen Hill's room?,breakfast
Do you provide 0 parking space for reservation under Stephen Hill?,parking
Is parking space available at City Hotel for guest 233-610-7170?,parking
Can I cancel my booking under Stephen Hill?,cancel_booking
Check reservation status for Stephen Hill with status Canceled,booking_status
Is booking status for Stephen Hill confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Stephen Hill?,payment
"Does City Hotel feature a swimming pool, spa and gym for Stephen Hill?",hotel_facilities
What are the check-in times at City Hotel for arrival on 8 December?,checkin_checkout
Can guest Stephen Hill request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Stephen Hill at City Hotel,modify_booking
Can I change my reservation from 2 nights for Stephen Hill?,modify_booking
Is Room Type A available at Resort Hotel for Eric Gibson?,availability
Do you have room availability for 2 adults in November 2015?,availability
Can I reserve a room for Eric Gibson for 7 nights?,book_room
How much is Room Type A at rate 61.2 per night?,room_price
Is HB meal package included for Eric Gibson's room?,breakfast
Do you provide 1 parking space for reservation under Eric Gibson?,parking
Is parking space available at Resort Hotel for guest 494-186-3140?,parking
Can I cancel my booking under Eric Gibson?,cancel_booking
Check reservation status for Eric Gibson with status Check-Out,booking_status
Is booking status for Eric Gibson confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Eric Gibson?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Eric Gibson?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 9 November?,checkin_checkout
Can guest Eric Gibson request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Eric Gibson at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Eric Gibson?,modify_booking
Is Room Type A available at City Hotel for Donna Ingram?,availability
Can I reserve a room for Donna Ingram for 3 nights?,book_room
How much is Room Type A at rate 159.3 per night?,room_price
Is BB meal package included for Donna Ingram's room?,breakfast
Do you provide 0 parking space for reservation under Donna Ingram?,parking
Is parking space available at City Hotel for guest 816-190-9243?,parking
Can I cancel my booking under Donna Ingram?,cancel_booking
Check reservation status for Donna Ingram with status Check-Out,booking_status
Is booking status for Donna Ingram confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Donna Ingram?,payment
"Does City Hotel feature a swimming pool, spa and gym for Donna Ingram?",hotel_facilities
What are the check-in times at City Hotel for arrival on 14 May?,checkin_checkout
Can guest Donna Ingram request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Donna Ingram at City Hotel,modify_booking
Can I change my reservation from 3 nights for Donna Ingram?,modify_booking
Is Room Type A available at Resort Hotel for Kimberly Mejia?,availability
Can I reserve a room for Kimberly Mejia for 2 nights?,book_room
How much is Room Type A at rate 89.0 per night?,room_price
Is BB meal package included for Kimberly Mejia's room?,breakfast
Do you provide 0 parking space for reservation under Kimberly Mejia?,parking
Is parking space available at Resort Hotel for guest 294-152-6537?,parking
Can I cancel my booking under Kimberly Mejia?,cancel_booking
Check reservation status for Kimberly Mejia with status Check-Out,booking_status
Is booking status for Kimberly Mejia confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kimberly Mejia?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Kimberly Mejia?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 20 May?,checkin_checkout
Can guest Kimberly Mejia request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Kimberly Mejia at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for Kimberly Mejia?,modify_booking
Is Room Type A available at Resort Hotel for Lauren Jackson?,availability
Can I reserve a room for Lauren Jackson for 7 nights?,book_room
How much is Room Type A at rate 42.69 per night?,room_price
Is BB meal package included for Lauren Jackson's room?,breakfast
Do you provide 0 parking space for reservation under Lauren Jackson?,parking
Is parking space available at Resort Hotel for guest 956-945-9419?,parking
Can I cancel my booking under Lauren Jackson?,cancel_booking
Check reservation status for Lauren Jackson with status Canceled,booking_status
Is booking status for Lauren Jackson confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Lauren Jackson?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Lauren Jackson?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 21 March?,checkin_checkout
Can guest Lauren Jackson request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Lauren Jackson at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Lauren Jackson?,modify_booking
Is Room Type A available at City Hotel for Bryan Lee?,availability
Can I reserve a room for Bryan Lee for 4 nights?,book_room
How much is Room Type A at rate 130.0 per night?,room_price
Is BB meal package included for Bryan Lee's room?,breakfast
Do you provide 0 parking space for reservation under Bryan Lee?,parking
Is parking space available at City Hotel for guest 192-313-4955?,parking
Can I cancel my booking under Bryan Lee?,cancel_booking
Check reservation status for Bryan Lee with status Canceled,booking_status
Is booking status for Bryan Lee confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Bryan Lee?,payment
"Does City Hotel feature a swimming pool, spa and gym for Bryan Lee?",hotel_facilities
What are the check-in times at City Hotel for arrival on 1 May?,checkin_checkout
Can guest Bryan Lee request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Bryan Lee at City Hotel,modify_booking
Can I change my reservation from 4 nights for Bryan Lee?,modify_booking
Is Room Type A available at City Hotel for Samantha Galloway?,availability
Can I reserve a room for Samantha Galloway for 4 nights?,book_room
How much is Room Type A at rate 133.58 per night?,room_price
Is BB meal package included for Samantha Galloway's room?,breakfast
Do you provide 0 parking space for reservation under Samantha Galloway?,parking
Is parking space available at City Hotel for guest 745-486-4902?,parking
Can I cancel my booking under Samantha Galloway?,cancel_booking
Check reservation status for Samantha Galloway with status Check-Out,booking_status
Is booking status for Samantha Galloway confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Samantha Galloway?,payment
"Does City Hotel feature a swimming pool, spa and gym for Samantha Galloway?",hotel_facilities
What are the check-in times at City Hotel for arrival on 21 May?,checkin_checkout
Can guest Samantha Galloway request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Samantha Galloway at City Hotel,modify_booking
Can I change my reservation from 4 nights for Samantha Galloway?,modify_booking
Is Room Type A available at City Hotel for Kyle Contreras?,availability
Do you have room availability for 1 adults in May 2017?,availability
Can I reserve a room for Kyle Contreras for 1 nights?,book_room
Is SC meal package included for Kyle Contreras's room?,breakfast
Do you provide 0 parking space for reservation under Kyle Contreras?,parking
Is parking space available at City Hotel for guest 179-262-1253?,parking
Can I cancel my booking under Kyle Contreras?,cancel_booking
Check reservation status for Kyle Contreras with status Check-Out,booking_status
Is booking status for Kyle Contreras confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kyle Contreras?,payment
"Does City Hotel feature a swimming pool, spa and gym for Kyle Contreras?",hotel_facilities
What are the check-in times at City Hotel for arrival on 9 May?,checkin_checkout
Can guest Kyle Contreras request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Kyle Contreras at City Hotel,modify_booking
Can I change my reservation from 1 nights for Kyle Contreras?,modify_booking
Is Room Type D available at Resort Hotel for Dylan Moran?,availability
Do you have room availability for 2 adults in April 2016?,availability
Can I reserve a room for Dylan Moran for 7 nights?,book_room
How much is Room Type D at rate 38.22 per night?,room_price
Is HB meal package included for Dylan Moran's room?,breakfast
Do you provide 0 parking space for reservation under Dylan Moran?,parking
Is parking space available at Resort Hotel for guest 146-226-8962?,parking
Can I cancel my booking under Dylan Moran?,cancel_booking
Check reservation status for Dylan Moran with status Check-Out,booking_status
Is booking status for Dylan Moran confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Dylan Moran?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Dylan Moran?",hotel_facilities
Can guest Dylan Moran request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Dylan Moran at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Dylan Moran?,modify_booking
Is Room Type A available at Resort Hotel for Bryan Brown?,availability
Do you have room availability for 2 adults in June 2016?,availability
Can I reserve a room for Bryan Brown for 2 nights?,book_room
How much is Room Type A at rate 129.0 per night?,room_price
What is the average daily rate for Resort Hotel in June?,room_price
Is BB meal package included for Bryan Brown's room?,breakfast
Do you provide 0 parking space for reservation under Bryan Brown?,parking
Is parking space available at Resort Hotel for guest 417-637-3312?,parking
Can I cancel my booking under Bryan Brown?,cancel_booking
Check reservation status for Bryan Brown with status Check-Out,booking_status
Is booking status for Bryan Brown confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Bryan Brown?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Bryan Brown?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 7 June?,checkin_checkout
Can guest Bryan Brown request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Bryan Brown at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for Bryan Brown?,modify_booking
Is Room Type A available at Resort Hotel for Melissa Mitchell?,availability
Can I reserve a room for Melissa Mitchell for 7 nights?,book_room
How much is Room Type A at rate 58.95 per night?,room_price
Is BB meal package included for Melissa Mitchell's room?,breakfast
Do you provide 0 parking space for reservation under Melissa Mitchell?,parking
Is parking space available at Resort Hotel for guest 520-215-2769?,parking
Can I cancel my booking under Melissa Mitchell?,cancel_booking
Check reservation status for Melissa Mitchell with status Canceled,booking_status
Is booking status for Melissa Mitchell confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Melissa Mitchell?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Melissa Mitchell?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 5 September?,checkin_checkout
Can guest Melissa Mitchell request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Melissa Mitchell at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Melissa Mitchell?,modify_booking
Is Room Type A available at City Hotel for Bobby Rose?,availability
Can I reserve a room for Bobby Rose for 3 nights?,book_room
What is the average daily rate for City Hotel in November?,room_price
Is BB meal package included for Bobby Rose's room?,breakfast
Do you provide 0 parking space for reservation under Bobby Rose?,parking
Is parking space available at City Hotel for guest 528-435-4160?,parking
Can I cancel my booking under Bobby Rose?,cancel_booking
Check reservation status for Bobby Rose with status Canceled,booking_status
Is booking status for Bobby Rose confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Bobby Rose?,payment
"Does City Hotel feature a swimming pool, spa and gym for Bobby Rose?",hotel_facilities
What are the check-in times at City Hotel for arrival on 3 November?,checkin_checkout
Can guest Bobby Rose request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Bobby Rose at City Hotel,modify_booking
Can I change my reservation from 3 nights for Bobby Rose?,modify_booking
Is Room Type D available at City Hotel for Adam Robinson?,availability
Can I reserve a room for Adam Robinson for 3 nights?,book_room
How much is Room Type D at rate 98.1 per night?,room_price
Is BB meal package included for Adam Robinson's room?,breakfast
Do you provide 0 parking space for reservation under Adam Robinson?,parking
Is parking space available at City Hotel for guest 178-537-9950?,parking
Can I cancel my booking under Adam Robinson?,cancel_booking
Check reservation status for Adam Robinson with status Check-Out,booking_status
Is booking status for Adam Robinson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Adam Robinson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Adam Robinson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 25 July?,checkin_checkout
Can guest Adam Robinson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Adam Robinson at City Hotel,modify_booking
Can I change my reservation from 3 nights for Adam Robinson?,modify_booking
Is Room Type A available at Resort Hotel for Timothy Long?,availability
Do you have room availability for 1 adults in January 2017?,availability
Can I reserve a room for Timothy Long for 1 nights?,book_room
How much is Room Type A at rate 57.0 per night?,room_price
Is BB meal package included for Timothy Long's room?,breakfast
Do you provide 0 parking space for reservation under Timothy Long?,parking
Is parking space available at Resort Hotel for guest 505-157-6064?,parking
Can I cancel my booking under Timothy Long?,cancel_booking
Check reservation status for Timothy Long with status Check-Out,booking_status
Is booking status for Timothy Long confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Timothy Long?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Timothy Long?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 17 January?,checkin_checkout
Can guest Timothy Long request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Timothy Long at Resort Hotel,modify_booking
Can I change my reservation from 1 nights for Timothy Long?,modify_booking
Is Room Type A available at City Hotel for Rachel Lawson?,availability
Can I reserve a room for Rachel Lawson for 5 nights?,book_room
How much is Room Type A at rate 118.8 per night?,room_price
Is BB meal package included for Rachel Lawson's room?,breakfast
Do you provide 0 parking space for reservation under Rachel Lawson?,parking
Is parking space available at City Hotel for guest 733-024-7165?,parking
Can I cancel my booking under Rachel Lawson?,cancel_booking
Check reservation status for Rachel Lawson with status Canceled,booking_status
Is booking status for Rachel Lawson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Rachel Lawson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Rachel Lawson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 7 September?,checkin_checkout
Can guest Rachel Lawson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Rachel Lawson at City Hotel,modify_booking
Can I change my reservation from 5 nights for Rachel Lawson?,modify_booking
Is Room Type F available at City Hotel for Adam Scott?,availability
Can I reserve a room for Adam Scott for 3 nights?,book_room
How much is Room Type F at rate 179.1 per night?,room_price
Is BB meal package included for Adam Scott's room?,breakfast
Do you provide 0 parking space for reservation under Adam Scott?,parking
Is parking space available at City Hotel for guest 253-371-3531?,parking
Can I cancel my booking under Adam Scott?,cancel_booking
Check reservation status for Adam Scott with status Check-Out,booking_status
Is booking status for Adam Scott confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Adam Scott?,payment
"Does City Hotel feature a swimming pool, spa and gym for Adam Scott?",hotel_facilities
What are the check-in times at City Hotel for arrival on 12 July?,checkin_checkout
Can guest Adam Scott request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Adam Scott at City Hotel,modify_booking
Can I change my reservation from 3 nights for Adam Scott?,modify_booking
Is Room Type A available at City Hotel for Lisa Brown?,availability
Can I reserve a room for Lisa Brown for 1 nights?,book_room
How much is Room Type A at rate 150.0 per night?,room_price
Is BB meal package included for Lisa Brown's room?,breakfast
Do you provide 0 parking space for reservation under Lisa Brown?,parking
Is parking space available at City Hotel for guest 404-502-6851?,parking
Can I cancel my booking under Lisa Brown?,cancel_booking
Check reservation status for Lisa Brown with status Canceled,booking_status
Is booking status for Lisa Brown confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Lisa Brown?,payment
"Does City Hotel feature a swimming pool, spa and gym for Lisa Brown?",hotel_facilities
What are the check-in times at City Hotel for arrival on 5 November?,checkin_checkout
Can guest Lisa Brown request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Lisa Brown at City Hotel,modify_booking
Can I change my reservation from 1 nights for Lisa Brown?,modify_booking
Is Room Type A available at City Hotel for Joanna Poole?,availability
Do you have room availability for 1 adults in November 2015?,availability
Can I reserve a room for Joanna Poole for 3 nights?,book_room
Is BB meal package included for Joanna Poole's room?,breakfast
Do you provide 0 parking space for reservation under Joanna Poole?,parking
Is parking space available at City Hotel for guest 341-892-6481?,parking
Can I cancel my booking under Joanna Poole?,cancel_booking
Check reservation status for Joanna Poole with status No-Show,booking_status
Is booking status for Joanna Poole confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Joanna Poole?,payment
"Does City Hotel feature a swimming pool, spa and gym for Joanna Poole?",hotel_facilities
What are the check-in times at City Hotel for arrival on 23 November?,checkin_checkout
Can guest Joanna Poole request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Joanna Poole at City Hotel,modify_booking
Can I change my reservation from 3 nights for Joanna Poole?,modify_booking
Is Room Type A available at City Hotel for Felicia Nelson?,availability
